id,url,manufacturer,model,rated_power_kw,rotor_diameter_m,rotor_area_m2,num_blades,hub_height_m,cut_in_wind_speed_ms,cut_out_wind_speed_ms,rated_wind_speed_ms,rotor_speed_rpm,generator_type,gearbox_type,tower_type,nacelle_weight_kg,rotor_weight_kg,tower_weight_kg,blade_weight_kg,total_weight_kg,voltage_v,frequency_hz,installation,offshore,onshore
1699,https://en.wind-turbine-models.com/turbines/1699-ccwe-ccwe3600hd,CCWE,CCWE CCWE3600HD,3600,116,10472,3,85,,,,,,,,,,,,,,,,No,Yes
509,https://en.wind-turbine-models.com/turbines/509-clipper-c89,Clipper,Clipper C89,2500,89,6221,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60.0 Hz,,No,Yes
510,https://en.wind-turbine-models.com/turbines/510-clipper-c89,Clipper,Clipper C89,2500,89,6221,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60 Hz,,No,Yes
508,https://en.wind-turbine-models.com/turbines/508-clipper-c93,Clipper,Clipper C93,2500,93,6793,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60.0 Hz,,No,Yes
507,https://en.wind-turbine-models.com/turbines/507-clipper-c96,Clipper,Clipper C96,2500,96,7238,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60.0 Hz,,No,Yes
506,https://en.wind-turbine-models.com/turbines/506-clipper-c99,Clipper,Clipper C99,2500,99,7698,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60.0 Hz,,No,Yes
87,https://en.wind-turbine-models.com/turbines/87-clipper-c100,Clipper,Clipper C100,2500,100,7854,3,80,4,25,12.5,15.5,Synchronous permanent,,Steel tube,,,,,,690,60.0 Hz,,No,Yes
2167,https://en.wind-turbine-models.com/turbines/2167-codan-150-30,Codan,Codan 150-30,150,23,415,3,30,,,,,,,,,,,,,,,1988,No,Yes
2168,https://en.wind-turbine-models.com/turbines/2168-codan-270-30,Codan,Codan 270-30,270,26,531,3,30,,,,,,,,,,,,,,,1991,No,Yes
1434,https://en.wind-turbine-models.com/turbines/1434-coemi-55-15,Coemi,Coemi 55/15,55,15.2,181.3,3,18,3,25,11,59,induction,,free standing,2900,600,,,,,,,No,Yes
1710,https://en.wind-turbine-models.com/turbines/1710-concord-awg-10,Concord,Concord AWG-10,10,10,78.5,3,14,2.5,17,8.6,80,synchronous permanent,,steel tube,600,,,,,,50 Hz,,No,Yes
1711,https://en.wind-turbine-models.com/turbines/1711-concord-awg-20,Concord,Concord AWG-20,20,14,153.9,3,16,2.8,17.5,9,60,synchronous permanent,,steel tube,1200,,,,,,50 Hz,,No,Yes
1712,https://en.wind-turbine-models.com/turbines/1712-concord-awg-30,Concord,Concord AWG-30,30,17,226.9,3,18,2.9,18,9.2,48,synchronous permanent,,steel tube,1800,,,,,,50 Hz,,No,Yes
1707,https://en.wind-turbine-models.com/turbines/1707-concord-tg-750m,Concord,Concord TG-750M,750,58,2642,3,50,3,25,11,27,synchronous,,steel tube,49500,,52000,,101500,690,50 Hz,,No,Yes
1708,https://en.wind-turbine-models.com/turbines/1708-concord-tg-1000,Concord,Concord TG-1000,1000,58,2642,3,50,3,25,12,28.2,synchronous,,steel tube,56000,,58000,,114000,690,50 Hz,,No,Yes
1709,https://en.wind-turbine-models.com/turbines/1709-concord-tg-2500,Concord,Concord TG-2500,2500,106,8824,3,80,3,25,12,15,synchronous,,steel tube,120000,,240000,,360000,690,50 Hz,,No,Yes
74,https://en.wind-turbine-models.com/turbines/74-conergy-powerwind-pw56,Conergy,Conergy PowerWind PW56,900,56,2463,,59,3,25,12,28,Water-Aircooled,,Steel,,,,,,690,,,No,Yes
687,https://en.wind-turbine-models.com/turbines/687-conergy-powerwind-pw90,Conergy,Conergy PowerWind PW90,2500,90,6362,3,,,,,,,,,,,,,,,,,No,Yes
2723,https://en.wind-turbine-models.com/turbines/2723-cenemesa-fl-19,CENEMESA,CENEMESA FL-19,300,19,283.5,2,25.3,5,25,21,,induction,,steel tube,,,,,,,,1990,No,Yes
1676,https://en.wind-turbine-models.com/turbines/1676-criel-ct50-16,CRIEL,CRIEL CT50-16,50,17.5,240.5,3,25.4,3,25,9.7,63,Synchronous multipolar with permanent magnets,,steel tube,,,,,,400,50 Hz,,No,Yes
1677,https://en.wind-turbine-models.com/turbines/1677-criel-ct50-26,CRIEL,CRIEL CT50-26,50,25.6,514.7,3,30,3,25,7.5,39,Synchronous multipolar with permanent magnets,,steel tube,,,,,,400,50 Hz,,No,Yes
1678,https://en.wind-turbine-models.com/turbines/1678-criel-ct60-16,CRIEL,CRIEL CT60-16,60,16,201,3,24,2.7,25,9.9,67,Synchronous multipolar with permanent magnets,,steel tube,,,,,,400,50 Hz,,No,Yes
1679,https://en.wind-turbine-models.com/turbines/1679-criel-ct60-26,CRIEL,CRIEL CT60-26,60,25.6,515,3,30,3,25,8.5,45,Synchronous multipolar with permanent magnets,,steel tube,,,,,,400,50 Hz,,No,Yes
1680,https://en.wind-turbine-models.com/turbines/1680-criel-ct100-26,CRIEL,CRIEL CT100-26,100,25.6,515,3,30,3,25,11,45,Synchronous multipolar with permanent magnets,,steel tube,,,,,,400,50 Hz,,No,Yes
2691,https://en.wind-turbine-models.com/turbines/2691-crrc-cwt1500-d77,CRRC,CRRC CWT1500-D77,1500,77,4655,3,70,3,25,11.3,20.7,doubly-fed induction (DFIG),,steel tube,60000,28400,,,,690,50/60 Hz,,No,Yes
2692,https://en.wind-turbine-models.com/turbines/2692-crrc-cwt1500-d83,CRRC,CRRC CWT1500-D83,1500,83,5343,3,70,3,25,10.9,19.5,doubly-fed induction (DFIG),,steel tube,60000,29000,,,,690,50/60 Hz,,No,Yes
2693,https://en.wind-turbine-models.com/turbines/2693-crrc-cwt1500-d87,CRRC,CRRC CWT1500-D87,1500,87,5872,3,70,3,25,10.1,19,doubly-fed induction (DFIG),,steel tube,60000,30500,,,,690,50/60 Hz,,No,Yes
2694,https://en.wind-turbine-models.com/turbines/2694-crrc-cwt1500-d93,CRRC,CRRC CWT1500-D93,1500,93,6793,3,80,3,22,9.3,19,doubly-fed induction (DFIG),,steel tube,65000,33200,,,,690,50/60 Hz,,No,Yes
2696,https://en.wind-turbine-models.com/turbines/2696-crrc-cwt2000-d93,CRRC,CRRC CWT2000-D93,2000,93,6779,3,70,3,25,10.7,17.1,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,74000,45000,,,,690,50/60 Hz,,No,Yes
2697,https://en.wind-turbine-models.com/turbines/2697-crrc-cwt2000-d103,CRRC,CRRC CWT2000-D103,2000,103,8226,3,70,3,25,9.8,17.1,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,74000,48400,,,,690,50/60 Hz,,No,Yes
2698,https://en.wind-turbine-models.com/turbines/2698-crrc-cwt2000-d110,CRRC,CRRC CWT2000-D110,2000,110,9499,3,80,3,25,9.4,14.6,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,74000,53900,,,,690,50/60 Hz,,No,Yes
2699,https://en.wind-turbine-models.com/turbines/2699-crrc-cwt2000-d116,CRRC,CRRC CWT2000-D116,2000,116,10563,3,90,3,20,9.1,15.4,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,77000,55000,,,,690,50/60 Hz,,No,Yes
2700,https://en.wind-turbine-models.com/turbines/2700-crrc-cwt2000-d122,CRRC,CRRC CWT2000-D122,2000,122,11715,3,90,3,20,8.7,15.7,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,83000,67000,,,,690,50/60 Hz,,No,Yes
2701,https://en.wind-turbine-models.com/turbines/2701-crrc-cwt3000-d104,CRRC,CRRC CWT3000-D104,3000,104,8461,3,90,3,25,11.5,15.7,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,120000,62000,,,,690,50/60 Hz,,No,Yes
2702,https://en.wind-turbine-models.com/turbines/2702-crrc-cwt3000-d122,CRRC,CRRC CWT3000-D122,3000,122,11669,3,90,3,25,10.1,14.5,doubly-fed asynchronous variable-speed constant-frequency,,steel tube,120000,73000,,,,690,50/60 Hz,,No,Yes
2686,https://en.wind-turbine-models.com/turbines/2686-crrc-cwt3300-d165,CRRC,CRRC CWT3300-D165,3300,165,21382,3,,3,20,8.4,11.7,Doubly-fed induction generator (DFIG),,steel tube,99000,94000,,,,750,50/60 Hz,,No,Yes
2687,https://en.wind-turbine-models.com/turbines/2687-crrc-cwt3600-d171,CRRC,CRRC CWT3600-D171,3600,171,23965,3,,3,20,8.8,11.3,Doubly-fed induction generator (DFIG),,steel tube,106000,104000,,,,750,50/60 Hz,,No,Yes
2688,https://en.wind-turbine-models.com/turbines/2688-crrc-cwt3850-d171,CRRC,CRRC CWT3850-D171,3850,171,23965,3,,3,20,8.8,11.3,Doubly-fed induction generator (DFIG),,steel tube,106000,104000,,,,750,50/60 Hz,,No,Yes
2689,https://en.wind-turbine-models.com/turbines/2689-crrc-cwt4000-d171,CRRC,CRRC CWT4000-D171,4000,171,23965,3,,3,20,8.8,11.3,Doubly-fed induction generator (DFIG),,steel tube,106000,104000,,,,750,50/60 Hz,,No,Yes
2690,https://en.wind-turbine-models.com/turbines/2690-crrc-cwt4200-d171,CRRC,CRRC CWT4200-D171,4200,171,23965,3,,3,20,9,11.3,Doubly-fed induction generator (DFIG),,steel tube,107000,104000,,,,750,50/60 Hz,,No,Yes
2682,https://en.wind-turbine-models.com/turbines/2682-crrc-cwt4500-d165,CRRC,CRRC CWT4500-D165,4500,165,21382,3,,3,22,9.6,11.5,Doubly-fed induction generator (DFIG),,steel tube,125000,109000,,,,750,50/60 Hz,,No,Yes
2683,https://en.wind-turbine-models.com/turbines/2683-crrc-cwt4500-d175,CRRC,CRRC CWT4500-D175,4500,175,24052,3,,3,22,9.3,11.5,Doubly-fed induction generator (DFIG),,steel tube,125000,110000,,,,750,50/60 Hz,,No,Yes
2684,https://en.wind-turbine-models.com/turbines/2684-crrc-cwt5000-d185,CRRC,CRRC CWT5000-D185,5000,185,26967,3,,3,22,9.1,10.6,Doubly-fed induction generator (DFIG),,steel tube,130000,113000,,,,750,50/60 Hz,,No,Yes
2685,https://en.wind-turbine-models.com/turbines/2685-crrc-cwt5000-d195,CRRC,CRRC CWT5000-D195,5000,195,29865,3,,3,22,9.1,10.4,Doubly-fed induction generator (DFIG),,steel tube,130000,119000,,,,750,50/60 Hz,,No,Yes
2695,https://en.wind-turbine-models.com/turbines/2695-crrc-cwt6000-d170,CRRC,CRRC CWT6000-D170,6000,170,22565,3,110,3,25,10.5,12,medium-speed medium-voltage permanent magnet generator,,steel tube,320000,170000,,,,3150,50/60 Hz,,Yes,Yes
2679,https://en.wind-turbine-models.com/turbines/2679-crrc-cwt6250-d195,CRRC,CRRC CWT6250-D195,6250,195,29865,3,,3,20,9.5,10.4,Doubly-fed induction generator (DFIG),,,150000,135000,,26200,,1512,50/60 Hz,,No,Yes
2680,https://en.wind-turbine-models.com/turbines/2680-crrc-cwt6700-d195,CRRC,CRRC CWT6700-D195,6700,195,29865,3,,3,20,9.7,10.4,Doubly-fed induction generator (DFIG),,,153000,135000,,26200,,1512,50/60 Hz,,No,Yes
2675,https://en.wind-turbine-models.com/turbines/2675-crrc-cwt7150-d195,CRRC,CRRC CWT7150-D195,7150,195,29865,3,,3,25,10.2,10.4,Doubly-fed induction generator (DFIG),,,155000,135000,,26200,,750,50/60 Hz,,No,Yes
2676,https://en.wind-turbine-models.com/turbines/2676-crrc-cwt7150-d210,CRRC,CRRC CWT7150-D210,7150,210,34636,3,,3,25,10.2,10.4,Doubly-fed induction generator (DFIG),,,,,,,,750,50/60 Hz,,Yes,Yes
2678,https://en.wind-turbine-models.com/turbines/2678-crrc-cwt7500-d221,CRRC,CRRC CWT7500-D221,7500,221,38360,3,,3,25,10,10,Doubly-fed induction generator (DFIG),,,,,,,,750,50/60 Hz,,Yes,Yes
2677,https://en.wind-turbine-models.com/turbines/2677-crrc-cwt7700-d210,CRRC,CRRC CWT7700-D210,7700,210,34636,3,,3,25,10.2,10.4,Doubly-fed induction generator (DFIG),,,,,,,,750,50/60 Hz,,Yes,Yes
2667,https://en.wind-turbine-models.com/turbines/2667-crrc-cwt8500-d230,CRRC,CRRC CWT8500-D230,8500,230,41526,3,,3,20,9.3,7.5,Doubly-fed induction generator (DFIG),,,,,,,,,,,Yes,Yes
2668,https://en.wind-turbine-models.com/turbines/2668-crrc-cwt9100-d230,CRRC,CRRC CWT9100-D230,9100,230,41526,3,,3,20,9.3,7.5,Doubly-fed induction generator (DFIG),,,,,,,,,,,Yes,Yes
2669,https://en.wind-turbine-models.com/turbines/2669-crrc-cwt10000-d230,CRRC,CRRC CWT10000-D230,10000,230,41526,3,,3,20,9.3,8.2,Doubly-fed induction generator (DFIG),,,,,,,,,,,Yes,Yes
2670,https://en.wind-turbine-models.com/turbines/2670-crrc-cwt11000-d230,CRRC,CRRC CWT11000-D230,11000,230,41526,3,,3,20,9.3,8.2,Doubly-fed induction generator (DFIG),,,,,,,,,,,Yes,Yes
2666,https://en.wind-turbine-models.com/turbines/2666-crrc-cwt18000-d260,CRRC,CRRC CWT18000-D260,20000,260,53093,3,,3,25,13.5,6.8,medium-speed PMSG,,steel tube with floating platform,,,,,,1380,50/60 Hz,,Yes,No
2069,https://en.wind-turbine-models.com/turbines/2069-csic-h52-850,CSIC,CSIC H52-850,850,52,2123.7,3,62,4,20,14,,double-fed induction/ synchronous permanent,,steel tube,32000,20000,,3200,,690,50 Hz,,No,Yes
2070,https://en.wind-turbine-models.com/turbines/2070-csic-h56-850,CSIC,CSIC H56-850,850,56,2463,3,62,3.5,20,13,,double-fed induction/ synchronous permanent,,steel tube,32000,20000,,3200,,690,50 Hz,,No,Yes
2071,https://en.wind-turbine-models.com/turbines/2071-csic-h60-850,CSIC,CSIC H60-850,850,60,2827.4,3,62,3,20,12,,double-fed induction/ synchronous permanent,,steel tube,32000,20000,,3200,,690,50 Hz,,No,Yes
2072,https://en.wind-turbine-models.com/turbines/2072-csic-h87-2-0,CSIC,CSIC H87-2.0,2000,87,5944.6,3,70,3,25,10.9,,double-fed induction,,steel tube,87000,45000,,8700,,690,50 Hz,,No,Yes
2073,https://en.wind-turbine-models.com/turbines/2073-csic-h93-2-0,CSIC,CSIC H93-2.0,2000,93,6792.9,3,70,3,25,10.8,,double-fed induction,,steel tube,87000,45300,,8800,,690,50 Hz,,No,Yes
2074,https://en.wind-turbine-models.com/turbines/2074-csic-h102-2-0,CSIC,CSIC H102-2.0,2000,102,8171.2,3,70,3,25,10.2,,double-fed induction,,steel tube,87000,48000,,9500,,690,50 Hz,,No,Yes
2075,https://en.wind-turbine-models.com/turbines/2075-csic-h111-2-0,CSIC,CSIC H111-2.0,2000,111,9676.8,3,70,3,25,9.6,,double-fed induction,,steel tube,87000,54800,,11600,,690,50 Hz,,No,Yes
2076,https://en.wind-turbine-models.com/turbines/2076-csic-h117-2-0,CSIC,CSIC H117-2.0,2000,117,10751.3,3,80,3,22,9,,double-fed induction,,steel tube,87000,57000,,12000,,690,50 Hz,,No,Yes
2077,https://en.wind-turbine-models.com/turbines/2077-csic-h120-2-0,CSIC,CSIC H120-2.0,2000,120,11309.7,3,80,3,22,9,,double-fed induction,,steel tube,87000,57300,,12000,,690,50 Hz,,No,Yes
2079,https://en.wind-turbine-models.com/turbines/2079-csic-h120-2-2,CSIC,CSIC H120-2.2,2200,120,11309.7,3,80,3,22,9.3,,double-fed induction,,steel tube,87000,57300,,12000,,690,50 Hz,,No,Yes
2078,https://en.wind-turbine-models.com/turbines/2078-csic-h123-2-0,CSIC,CSIC H123-2.0,2000,123,11882.2,3,80,3,22,9,,double-fed induction,,steel tube,87000,59400,,12800,,690,50 Hz,,No,Yes
2054,https://en.wind-turbine-models.com/turbines/2054-csic-h128-5-0,CSIC,CSIC H128-5.0,5000,128,12867.9,3,87,3.5,25,11.8,,synchronous permanent,,steel tube,217000,137000,,22200,,690,50 Hz,,Yes,Yes
2065,https://en.wind-turbine-models.com/turbines/2065-csic-h136-3-0,CSIC,CSIC H136-3.0,3000,136,14526.7,3,90,3,22,9.5,,double-fed induction,,steel tube,120000,92000,,17500,,690,50/60 Hz,,No,Yes
2066,https://en.wind-turbine-models.com/turbines/2066-csic-h140-3-0,CSIC,CSIC H140-3.0,3000,140,15393.8,3,90,3,22,9.2,,double-fed induction,,steel tube,120000,92000,,19000,,690,50/60 Hz,,No,Yes
2067,https://en.wind-turbine-models.com/turbines/2067-csic-h146-3-0,CSIC,CSIC H146-3.0,3000,146,16741.5,3,90,3,22,9.1,,double-fed induction,,steel tube,120000,92000,,19500,,690,50/60 Hz,,No,Yes
2068,https://en.wind-turbine-models.com/turbines/2068-csic-h146-3-2,CSIC,CSIC H146-3.2,3200,146,16741.5,3,90,3,22,9.5,,double-fed induction,,steel tube,122000,92000,,19500,,690,50/60 Hz,,No,Yes
2055,https://en.wind-turbine-models.com/turbines/2055-csic-h151-5-0,CSIC,CSIC H151-5.0,5000,151,17907.8,3,97,3.5,25,10.5,,synchronous permanent,,steel tube,217000,154000,,27300,,690,50 Hz,,Yes,Yes
2057,https://en.wind-turbine-models.com/turbines/2057-csic-h152-6-2,CSIC,CSIC H152-6.2,6200,152,18145.8,3,97,3.5,25,11,,synchronous permanent,,steel tube,219000,155000,,28000,,690,50 Hz,,Yes,Yes
2056,https://en.wind-turbine-models.com/turbines/2056-csic-h171-5-0,CSIC,CSIC H171-5.0,5000,171,22965.8,3,107,3.5,25,9.5,,synchronous permanent,,steel tube,217000,155000,,25200,,690,50 Hz,,Yes,Yes
1252,https://en.wind-turbine-models.com/turbines/1252-csr-wt1500-d82,CSR,CSR WT1500-D82,1500,82,5281,3,70,3,25,10.5,,,,steel tube,,,,,,,,,No,Yes
1253,https://en.wind-turbine-models.com/turbines/1253-csr-wt1500-d88,CSR,CSR WT1500-D88,1500,88,6082,3,70,3,23,10,,,,steel tube,,,,,,,,,No,Yes
1254,https://en.wind-turbine-models.com/turbines/1254-csr-wt1500-d93,CSR,CSR WT1500-D93,1500,93,6792.9,3,70,3,20,9.5,,,,steel tube,,,,,,,,,No,Yes
128,https://en.wind-turbine-models.com/turbines/128-csr-wt1650-d77,CSR,CSR WT1650-D77,1650,77.4,4708,3,70,3,25,12,20,,,,59100,36000,130000,17400,,,,,No,Yes
1255,https://en.wind-turbine-models.com/turbines/1255-csr-wt2000-d93,CSR,CSR WT2000-D93,2000,93,6792.9,3,80,3,25,10.5,,,,steel tube,,,,,,,,,No,Yes
1256,https://en.wind-turbine-models.com/turbines/1256-csr-wt2000-d103,CSR,CSR WT2000-D103,2000,103,8332,3,80,3,23,10,,,,steel tube,,,,,,,,,No,Yes
1257,https://en.wind-turbine-models.com/turbines/1257-csr-wt2000-d110,CSR,CSR WT2000-D110,2000,110,9503,3,80,3,20,9.5,,,,steel tube,,,,,,,,,No,Yes
1258,https://en.wind-turbine-models.com/turbines/1258-csr-wt2500-d103,CSR,CSR WT2500-D103,2500,103,8332,3,80,3,23,11,,,,steel tube,,,,,,,,,No,Yes
1259,https://en.wind-turbine-models.com/turbines/1259-csr-wt2500-d110,CSR,CSR WT2500-D110,2500,110,9503,3,80,3,23,10.5,,,,steel tube,,,,,,,,,No,Yes
1260,https://en.wind-turbine-models.com/turbines/1260-csr-wt5000-d128,CSR,CSR WT5000-D128,5000,128,12868,3,90,3,25,12,,,,steel tube,,,,,,,,,Yes,Yes
2553,https://en.wind-turbine-models.com/turbines/2553-cssc-h128-5-0,CSSC,CSSC H128-5.0,5000,128,12911,3,90,3.5,25,11.8,,high speed permanent magnet,,steel tube,,,,,,690,,,Yes,Yes
2570,https://en.wind-turbine-models.com/turbines/2570-cssc-h140-3-2,CSSC,CSSC H140-3.2,3200,140,15394,3,90,3,20,9.4,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,690,,,No,Yes
2569,https://en.wind-turbine-models.com/turbines/2569-cssc-h146-3-2,CSSC,CSSC H146-3.2,3200,146,16742,3,90,3,20,9.2,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,690,,,No,Yes
2568,https://en.wind-turbine-models.com/turbines/2568-cssc-h146-3-4,CSSC,CSSC H146-3.4,3400,146,16742,3,90,3,20,9.3,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,690,,,No,Yes
2555,https://en.wind-turbine-models.com/turbines/2555-cssc-h151-5-0,CSSC,CSSC H151-5.0,5000,151,17908,3,97,3.5,25,10.6,,high speed permanent magnet,,steel tube,,,,,,690,,,Yes,Yes
2552,https://en.wind-turbine-models.com/turbines/2552-cssc-h151-6-2,CSSC,CSSC H151-6.2,6200,151,18146,3,97,3.5,25,11.7,,high speed permanent magnet,,steel tube,,,,,,690,,,Yes,Yes
2563,https://en.wind-turbine-models.com/turbines/2563-cssc-h155-4-5,CSSC,CSSC H155-4.5,4500,155,18869,3,95,3,22,10.1,,squirrel cage induction,,steel tube / hybrid concrete,,,,,,1140,,,No,Yes
2541,https://en.wind-turbine-models.com/turbines/2541-cssc-h155-5-0,CSSC,CSSC H155-5.0,5000,155,18869,3,95,3,25,10.3,,squirrel cage induction,,steel tube,,,,,,1140,,,No,Yes
2567,https://en.wind-turbine-models.com/turbines/2567-cssc-h160-3-4,CSSC,CSSC H160-3.4,3400,160,20106,3,95,3,25,8.8,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,1140,,,No,Yes
2565,https://en.wind-turbine-models.com/turbines/2565-cssc-h165-4-0,CSSC,CSSC H165-4.0,4000,165,21382,3,100,3,20,9.1,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,1140,,,No,Yes
2561,https://en.wind-turbine-models.com/turbines/2561-cssc-h165-5-0,CSSC,CSSC H165-5.0,5000,165,21382,3,100,3,25,9.8,,squirrel cage induction,,steel tube,,,,,,1140,,,No,Yes
2566,https://en.wind-turbine-models.com/turbines/2566-cssc-h171-3-6,CSSC,CSSC H171-3.6,3600,171,22966,3,100,3,20,8.6,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,1140,,,No,Yes
2564,https://en.wind-turbine-models.com/turbines/2564-cssc-h171-4-0,CSSC,CSSC H171-4.0,4000,171,22966,3,100,3,20,8.9,,doubly-fed induction (DFIG),,steel tube / hybrid concrete,,,,,,1140,,,No,Yes
2554,https://en.wind-turbine-models.com/turbines/2554-cssc-h171-5-0,CSSC,CSSC H171-5.0,5000,171,22966,3,100,3.5,25,9.6,,high speed permanent magnet,,steel tube,,,,,,690,,,Yes,Yes
2551,https://en.wind-turbine-models.com/turbines/2551-cssc-h171-6-2,CSSC,CSSC H171-6.2,6200,171,22966,3,107,3.5,28,10.5,,high speed permanent magnet,,steel tube,,,,,,690,,,Yes,Yes
2549,https://en.wind-turbine-models.com/turbines/2549-cssc-h171-8-0,CSSC,CSSC H171-8.0,8000,171,22966,3,105,3.5,28,11.7,,high speed permanent magnet,,steel tube,,,,,,950,,,Yes,Yes
2550,https://en.wind-turbine-models.com/turbines/2550-cssc-h176-6-25,CSSC,CSSC H176-6.25,6250,176,24328,3,105,3.5,28,10.2,,medium speed permanent magnet,,steel tube,,,,,,1140,,,Yes,Yes
2558,https://en.wind-turbine-models.com/turbines/2558-cssc-h176-6-45,CSSC,CSSC H176-6.45,6450,176,24328,,105,3,25,10.8,,medium speed permanent magnet,,steel tube,,,,,,1140,,,No,Yes
2560,https://en.wind-turbine-models.com/turbines/2560-cssc-h185-5-0,CSSC,CSSC H185-5.0,5000,185,26879,3,105,3,22,8.6,,doubly-fed induction (DFIG),,steel tube,,,,,,1140,,,No,Yes
2557,https://en.wind-turbine-models.com/turbines/2557-cssc-h185-6-25,CSSC,CSSC H185-6.25,6250,185,26879,3,110,3,25,10.1,,doubly-fed induction (DFIG),,steel tube,,,,,,1140,,,No,Yes
2562,https://en.wind-turbine-models.com/turbines/2562-cssc-h193-4-55,CSSC,CSSC H193-4.55,4550,193,29254,3,110,3,25,10.4,,doubly-fed induction (DFIG),,steel tube,,,,,,1140,,,No,Yes
2559,https://en.wind-turbine-models.com/turbines/2559-cssc-h193-5-0,CSSC,CSSC H193-5.0,5000,193,29254,3,115,3,25,10.8,,doubly-fed induction (DFIG),,steel tube,,,,,,1140,,,No,Yes
2556,https://en.wind-turbine-models.com/turbines/2556-cssc-h193-6-25,CSSC,CSSC H193-6.25,6250,193,29254,3,115,3,23,9,,doubly-fed induction (DFIG),,steel tube,,,,,,1140,,,No,Yes
2548,https://en.wind-turbine-models.com/turbines/2548-cssc-h210-8-0,CSSC,CSSC H210-8.0,8000,210,34636,3,123,3.5,28,10.1,,medium speed permanent magnet,,steel tube,,,,,,3300,,,Yes,Yes
2545,https://en.wind-turbine-models.com/turbines/2545-cssc-h210-10-0,CSSC,CSSC H210-10.0,10000,210,34636,3,123,3.5,28,10.7,,medium speed permanent magnet,,steel tube,,,,,,1140,,,Yes,Yes
2543,https://en.wind-turbine-models.com/turbines/2543-cssc-h210-12,CSSC,CSSC H210-12,12000,210,34638,3,123,3.5,28,11.2,,medium speed permanent magnet,,steel tube,,,,,,950,,,Yes,Yes
2547,https://en.wind-turbine-models.com/turbines/2547-cssc-h220-8-0,CSSC,CSSC H220-8.0,8000,220,38012,3,128,3.5,28,9.4,,medium speed permanent magnet,,steel tube,,,,,,1140,,,Yes,Yes
2546,https://en.wind-turbine-models.com/turbines/2546-cssc-h220-8-35,CSSC,CSSC H220-8.35,8350,220,38012,3,128,3.5,28,9.9,,medium speed permanent magnet,,steel tube,,,,,,1140,,,Yes,Yes
2544,https://en.wind-turbine-models.com/turbines/2544-cssc-h220-10-0,CSSC,CSSC H220-10.0,10000,220,38012,3,128,3.5,28,10.3,,medium speed permanent magnet,,steel tube,,,,,,950,,,Yes,Yes
2542,https://en.wind-turbine-models.com/turbines/2542-cssc-h260-18,CSSC,CSSC H260-18,18000,260,51472,3,150,3.5,25,13.2,,medium speed permanent magnet,,steel tube,,,,,,1380,,,Yes,Yes
443,https://en.wind-turbine-models.com/turbines/443-cwel-c-30-250-kw,CWEL,CWEL C 30 / 250 KW,250,29.6,688,3,50,4,25,14.5,,Asynchronus,,Lattice,7300,4300,25000,,36500,415,60 Hz,,No,Yes
909,https://en.wind-turbine-models.com/turbines/909-d-m-heide-6-blade-wind-motor-klapsejler,D.M. Heide,D.M. Heide 6-blade wind motor klapsejler,,3.5,9.6,6,8.5,,,,,,,Lattice,,,,,,,,,No,Yes
2738,https://en.wind-turbine-models.com/turbines/2738-daewoo-dsme-d9-1,Daewoo DSME,Daewoo DSME D9.1,2000,93,6793,3,80,3,25,12,,permanent synchrounus,,steel,,,,,,690,50 / 60 Hz,,No,Yes
178,https://en.wind-turbine-models.com/turbines/178-dan-force-dk-22,Dan Force,Dan Force DK 22,150,21.8,373.2,3,26,,,,,,,,,,,,,,,,No,Yes
1461,https://en.wind-turbine-models.com/turbines/1461-dana-turbine,Dana,Dana Turbine,11,10,78.5,3,10,,,,,,,lattice,,,,,,,,1981,No,Yes
1874,https://en.wind-turbine-models.com/turbines/1874-dana-holger-danske-hd1,Dana,Dana Holger Danske HD1,5.5,5,19.6,3,10,3,17,10,,induction,,steel tube,,,,,,,50 Hz,1978,No,Yes
1875,https://en.wind-turbine-models.com/turbines/1875-dana-holger-danske-hd2,Dana,Dana Holger Danske HD2,22,10,78.5,3,,,,,,induction,,lattice,,,,,,,50 Hz,1979,No,Yes
1387,https://en.wind-turbine-models.com/turbines/1387-dwp-d75-15,DWP,DWP D75/15,75,15.3,184,3,24,4,30,18,55,induction,,steel tube / lattice,5800,1700,6500,,14000,480,60 Hz,,No,Yes
