id,url,manufacturer,model,rated_power_kw,rotor_diameter_m,rotor_area_m2,num_blades,hub_height_m,cut_in_wind_speed_ms,cut_out_wind_speed_ms,rated_wind_speed_ms,rotor_speed_rpm,generator_type,gearbox_type,tower_type,nacelle_weight_kg,rotor_weight_kg,tower_weight_kg,blade_weight_kg,total_weight_kg,voltage_v,frequency_hz,installation,offshore,onshore
272,https://en.wind-turbine-models.com/turbines/272-vestas-v44,Vestas,Vestas V44,600,44,1521,3,40.5,4,20,16,28,Asynchronus,,Steel tube,19800,8400,58000,1500,87000,690,50.0 Hz,,No,Yes
13,https://en.wind-turbine-models.com/turbines/13-vestas-v47,Vestas,Vestas V47,660,47,1735,3,40,4,25,15,28.5,Asynchronus,,Steel tube,20400,7200,66400,,94000,690,50.0 Hz,,No,Yes
1724,https://en.wind-turbine-models.com/turbines/1724-vestas-v47-700,Vestas,Vestas V47-700,700,47,1735,3,40,4,25,16,28.5,induction,,steel tube,20400,7200,66400,,94000,690,50 Hz,,No,Yes
71,https://en.wind-turbine-models.com/turbines/71-vestas-v52,Vestas,Vestas V52,850,52,2124,3,36.5,4,25,14,31.4,Double Fed Asyn,,Steel tube,22000,11000,100000,,,690,50.0 Hz,,No,Yes
147,https://en.wind-turbine-models.com/turbines/147-vestas-v52-nm,Vestas,Vestas V52 (NM),900,52.2,2140,,61.5,3.5,25,13,14.9,watercooled,,steel,24500,16500,72000,,,690,,,No,Yes
821,https://en.wind-turbine-models.com/turbines/821-vestas-v63,Vestas,Vestas V63,1500,63.6,3176.9,3,60,4,25,16,22.9,Asynchronus,,Steel tube,52200,20300,76000,3600,151600,690,50 Hz,,No,Yes
15,https://en.wind-turbine-models.com/turbines/15-vestas-v66-1-65,Vestas,Vestas V66-1.65,1650,66,3421,3,60,4,25,15,19,Asynchronus,,Steel tube,53000,22800,141000,,220000,690,50.0 Hz,,No,Yes
1292,https://en.wind-turbine-models.com/turbines/1292-vestas-v66-1-75,Vestas,Vestas V66-1.75,1750,66,3421,3,60,4,25,16,24.4,induction,,steel tube,57000,23000,199000,,279000,690,50/60 Hz,,No,Yes
1277,https://en.wind-turbine-models.com/turbines/1277-vestas-v66-2-0,Vestas,Vestas V66-2.0,2000,66,3421,3,60,4,25,17,19.8,induction with optispeed,,steel tube,57000,23000,146000,3800,226000,690,50/60 Hz,,Yes,Yes
668,https://en.wind-turbine-models.com/turbines/668-vestas-v80-offshore,Vestas,Vestas V80 Offshore,2000,80,5027,3,80,4,25,16,19.1,Asynchronus,,Steel tube,69000,37500,148000,6500,,690,50/60 Hz,,Yes,No
1350,https://en.wind-turbine-models.com/turbines/1350-vestas-v80-1-8,Vestas,Vestas V80-1.8,1800,80,5027,3,60,4,25,15,16.8,induction,,steel tube,67000,27000,203000,6500,309000,690,50 Hz,,No,Yes
246,https://en.wind-turbine-models.com/turbines/246-vestas-v80-2-0-nearshore,Vestas,Vestas V80-2.0 Nearshore,2000,80,5027,3,60,4,25,15,19,Double Fed Asyn,,Steel tube,61200,37200,220000,,,690,50 Hz,,Yes,No
19,https://en.wind-turbine-models.com/turbines/19-vestas-v80-2-0,Vestas,Vestas V80-2.0,2000,80,5027,3,60,4,25,15,19,Double Fed Asyn,,Steel tube,61200,37200,220000,,,690,50 Hz,,No,Yes
1019,https://en.wind-turbine-models.com/turbines/1019-vestas-v80-2-0-vcs,Vestas,Vestas V80-2.0 VCS,2000,80,5027,3,60,4,25,16,19.1,Asynchronous,,steel tube,69000,37500,198000,6500,304500,690,50 Hz,,No,Yes
1727,https://en.wind-turbine-models.com/turbines/1727-vestas-v82-1-5,Vestas,Vestas V82-1.5,1500,82,5281,3,94,3,25,13,14.4,induction 2 speed,,steel tube,48000,42000,230000,,320000,690,50 Hz,,No,Yes
81,https://en.wind-turbine-models.com/turbines/81-vestas-v82-1-65,Vestas,Vestas V82-1.65,1650,82,5281,,59,2.5,32,13,10.8,watercooled,,Steel,51000,40000,322000,,,690,,,No,Yes
16,https://en.wind-turbine-models.com/turbines/16-vestas-v90,Vestas,Vestas V90,2000,90,6362,3,80,4,25,13,14.9,Asynchronus,,Steel tube,68000,36000,224000,6700,328000,690,50 Hz,,No,Yes
248,https://en.wind-turbine-models.com/turbines/248-vestas-v90-gridstreamer,Vestas,Vestas V90 Gridstreamer,2000,90,6362,,80,4,25,13.5,16.9,,,tubular steel tower,,,,,,,,,No,Yes
247,https://en.wind-turbine-models.com/turbines/247-vestas-v90-offshore,Vestas,Vestas V90 Offshore,3000,90,6362,,65,3.5,25,15,8.6,,,tubular steel tower,,,,,,,,,Yes,No
971,https://en.wind-turbine-models.com/turbines/971-vestas-v90-1-8,Vestas,Vestas V90-1.8,1800,90,6362,3,80,3.5,25,12,14.9,Asynchronous with OptiSpeed®,,Steel tube,68000,38000,225000,,331000,690,50/60 Hz,,No,Yes
603,https://en.wind-turbine-models.com/turbines/603-vestas-v90-3-0,Vestas,Vestas V90-3.0,3000,90,6362,3,80,4,25,15,18.4,Asynchronus,,Steel tube,70000,41000,285000,,396000,1000,50 Hz,,No,Yes
1002,https://en.wind-turbine-models.com/turbines/1002-vestas-v100-1-8,Vestas,Vestas V100-1.8,1800,100,7854,3,80,3,20,12,,Double Fed Asyn,,Steel tube,,,,,,,50/60 Hz,,No,Yes
1001,https://en.wind-turbine-models.com/turbines/1001-vestas-v100-2-0,Vestas,Vestas V100-2.0,2000,100,7854,3,80,3,22,12,,Double Fed Asyn,,Steel tube,,,,,,,50/60 Hz,,No,Yes
1532,https://en.wind-turbine-models.com/turbines/1532-vestas-v100-2-2,Vestas,Vestas V100-2.2,2200,100,7854,3,80,3,22,,,doubly fed with slip rings,,steel tube,,,,,,,50/60 Hz,,No,Yes
743,https://en.wind-turbine-models.com/turbines/743-vestas-v100-2-6,Vestas,Vestas V100-2.6,2600,100,7854,3,,3,23,12.5,13.4,Double Fed Asyn,,Steel tube,,,,,,,50 Hz,,No,Yes
1729,https://en.wind-turbine-models.com/turbines/1729-vestas-v100-2-75,Vestas,Vestas V100-2.75,2750,100,7850,3,100,4,25,15,15.3,induction with opti speed,,steel tube,70000,44000,,,,1000,50 Hz,,No,Yes
891,https://en.wind-turbine-models.com/turbines/891-vestas-v105-3-3,Vestas,Vestas V105-3.3,3300,105,8659,3,,3,25,13,,,,,,,,,,,50 Hz,,No,Yes
1246,https://en.wind-turbine-models.com/turbines/1246-vestas-v105-3-45,Vestas,Vestas V105-3.45,3450,105,8659,3,,3,25,13,,,,,,,,,,,50/60 Hz,,No,Yes
996,https://en.wind-turbine-models.com/turbines/996-vestas-v110-2-0,Vestas,Vestas V110-2.0,2000,110,9503,3,80,3,20,11.5,,Double Fed Asyn,,Steel tube,,,,,,,50/60 Hz,,No,Yes
667,https://en.wind-turbine-models.com/turbines/667-vestas-v112-3-0-offshore,Vestas,Vestas V112-3.0 Offshore,3000,112,9852,3,,3,25,12,17.7,Synchronous permanent,,,,,,,,,50/60 Hz,,Yes,No
7,https://en.wind-turbine-models.com/turbines/7-vestas-v112-3-075-onshore,Vestas,Vestas V112-3.075 Onshore,3075,112,9852,3,84,3,25,12,17.7,Synchronous permanent,,Steel tube,,,,,,,50/60 Hz,,No,Yes
693,https://en.wind-turbine-models.com/turbines/693-vestas-v112-3-3,Vestas,Vestas V112-3.3,3300,112,9852,3,84,3,25,13,,,,Steel tube,,,,,,,50/60 Hz,,No,Yes
1247,https://en.wind-turbine-models.com/turbines/1247-vestas-v112-3-45,Vestas,Vestas V112-3.45,3450,112,9852,3,84,3,25,13,17.7,induction with squirrel-cage rotor,,steel tube,,,,,,750,50/60 Hz,,No,Yes
1590,https://en.wind-turbine-models.com/turbines/1590-vestas-v116-2-0,Vestas,Vestas V116-2.0,2000,116,10568,3,80,3,20,9.1,15.1,induction with wound rotor,,steel tube,,,,,,690,50/60 Hz,,No,Yes
1814,https://en.wind-turbine-models.com/turbines/1814-vestas-v116-2-1,Vestas,Vestas V116-2.1,2100,116,10568,3,80,3,20,18,,doubly fed with slip rings,,steel tube,,,,,,,50/60 Hz,2018,No,Yes
694,https://en.wind-turbine-models.com/turbines/694-vestas-v117-3-3,Vestas,Vestas V117-3.3,3300,117,10751,3,91.5,3,25,13,,,,Steel tube,,,,,,,50/60 Hz,,No,Yes
1248,https://en.wind-turbine-models.com/turbines/1248-vestas-v117-3-45,Vestas,Vestas V117-3.45,3450,117,10751,3,91.5,3,25,12.5,,,,steel tube / hybrid,,,,,,,50/60 Hz,,No,Yes
1639,https://en.wind-turbine-models.com/turbines/1639-vestas-v117-4-0,Vestas,Vestas V117-4.0,4000,117,10751,3,84,3,25,10,,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
1840,https://en.wind-turbine-models.com/turbines/1840-vestas-v117-4-2,Vestas,Vestas V117-4.2,4200,117,10751,3,84,3,27,12,15,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
1589,https://en.wind-turbine-models.com/turbines/1589-vestas-v120-2-0,Vestas,Vestas V120-2.0,2000,120,11310,3,,3,18,,,doubly fed generator. slip rings,,steel tube,,,,,,,50/60 Hz,,No,Yes
1815,https://en.wind-turbine-models.com/turbines/1815-vestas-v120-2-2,Vestas,Vestas V120-2.2,2200,120,11310,3,80,3,18,9.4,13.4,induction with wound rotor,,steel tube,,,,,,690,50/60 Hz,2018,No,Yes
1728,https://en.wind-turbine-models.com/turbines/1728-vestas-v120-4-5,Vestas,Vestas V120-4.5,4500,120,11310,3,90,4,25,12,14.9,induction with optispeed,,steel tube,145000,75000,220000,,440000,6000,50 Hz,,No,Yes
1345,https://en.wind-turbine-models.com/turbines/1345-vestas-v126-3-0,Vestas,Vestas V126-3.0,3000,126,12469,3,119,3,22.5,12,,synchronous permanent,,steel tube,,,,,,,50 Hz,,No,Yes
695,https://en.wind-turbine-models.com/turbines/695-vestas-v126-3-3,Vestas,Vestas V126-3.3,3300,126,12469,3,117,3,22.5,12,,,,Steel tube/Hybrid,,,,,,,50 Hz,,No,Yes
1249,https://en.wind-turbine-models.com/turbines/1249-vestas-v126-3-45,Vestas,Vestas V126-3.45,3450,126,12469,3,117,3,22.5,12,,,,steel tube / hybrid,,,,,,,50/60 Hz,,No,Yes
1282,https://en.wind-turbine-models.com/turbines/1282-vestas-v136-3-45,Vestas,Vestas V136-3.45,3450,136,14527,3,82,3,22.5,,,,,steel tube,,,,,,,50/60 Hz,,No,Yes
1638,https://en.wind-turbine-models.com/turbines/1638-vestas-v136-4-0,Vestas,Vestas V136-4.0,4000,136,14527,3,82,3,30,11,10.6,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
1839,https://en.wind-turbine-models.com/turbines/1839-vestas-v136-4-2,Vestas,Vestas V136-4.2,4200,136,14527,3,104,3,32,11,10.8,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
2579,https://en.wind-turbine-models.com/turbines/2579-vestas-v136-4-2-cable-stayed-rotor,Vestas,Vestas V136-4.2 cable stayed rotor,4200,136,15527,3,104,3,32,11,10.8,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
2446,https://en.wind-turbine-models.com/turbines/2446-vestas-v136-4-5,Vestas,Vestas V136-4.5,4500,136,14527,3,82,3,32,11.3,10.6,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
2114,https://en.wind-turbine-models.com/turbines/2114-vestas-v138-3-0-enventus,Vestas,Vestas V138-3.0 EnVentus,3000,138,14957,3,83,3,24,,,,,steel tube,,,,,,,50/60 Hz,2021,No,Yes
1637,https://en.wind-turbine-models.com/turbines/1637-vestas-v150-4-0,Vestas,Vestas V150-4.0,4000,150,17671,3,,3,22.5,,,,,,,,,,,,50/60 Hz,,No,Yes
1841,https://en.wind-turbine-models.com/turbines/1841-vestas-v150-4-2,Vestas,Vestas V150-4.2,4200,150,17671,3,105,3,24.5,10.1,10.4,induction (DASG),,steel tube,,,,,,800,50/60 Hz,2019,No,Yes
2445,https://en.wind-turbine-models.com/turbines/2445-vestas-v150-4-5,Vestas,Vestas V150-4.5,4500,150,17671,3,90,3,24.5,,10.4,DASG 560/6M. Induction generator,,steel tube,,,,,,800,50/60 Hz,,No,Yes
1970,https://en.wind-turbine-models.com/turbines/1970-vestas-v150-5-6-enventus,Vestas,Vestas V150-5.6 EnVentus,5600,150,17671,3,105,3,25,11,10,permanent magnet (PMG),,Tubular Steel Tower (TST) / High Tubular Steel Tower (HTST) / Large Diameter Steel Tower (LDST),,,,,,800,50/60 Hz,,No,Yes
2293,https://en.wind-turbine-models.com/turbines/2293-vestas-v150-6-0-enventus,Vestas,Vestas V150-6.0 EnVentus,6000,150,17672,3,105,3,25,,,,,Tubular Steel Tower (TST) / High Tubular Steel Tower (HTST) / Concrete Hybrid Towers (CHT) / Large Diameter Steel Tower (LDST),,,,,,,50/60 Hz,2020,No,Yes
2305,https://en.wind-turbine-models.com/turbines/2305-vestas-v155-3-3,Vestas,Vestas V155-3.3,3300,155,18869,3,105,3,21,9.3,10.7,induction (DASG),,steel tube,,,,,,800,50/60 Hz,,No,Yes
2344,https://en.wind-turbine-models.com/turbines/2344-vestas-v155-3-6,Vestas,Vestas V155-3.6,3600,155,18869,3,102.5,3,18,9.3,10.3,induction (DASG),,Large Diameter Steel Towers (LDST),,,,,,800,50/60 Hz,,No,Yes
1971,https://en.wind-turbine-models.com/turbines/1971-vestas-v162-5-6-enventus,Vestas,Vestas V162-5.6 EnVentus,5600,162,20612,3,119,3,25,,,,,Tubular Steel Tower (TST) / High Tubular Steel Tower (HTST) / Large Diameter Steel Tower (LDST),,,,,,,50/60 Hz,,No,Yes
2294,https://en.wind-turbine-models.com/turbines/2294-vestas-v162-6-0-enventus,Vestas,Vestas V162-6.0 EnVentus,6000,162,20612,3,119,3,24,,,,,Tubular Steel Tower (TST) / High Tubular Steel Tower (HTST) / Concrete Hybrid Towers (CHT) / Large Diameter Steel Tower (LDST),,,,,,,50/60 Hz,,No,Yes
2343,https://en.wind-turbine-models.com/turbines/2343-vestas-v162-6-2-enventus,Vestas,Vestas V162-6.2 EnVentus,6200,162,20612,3,99,3,24,10.5,10,permanent magnet (PMG),,Tubular Steel Tower (TST). High Tubular Steel Tower (HTST). Concrete Hybrid Towers (CHT). or Large Diameter Steel Tower (LDST),,,,,,800,50/60 Hz,,No,Yes
2424,https://en.wind-turbine-models.com/turbines/2424-vestas-v162-6-8-enventus,Vestas,Vestas V162-6.8 EnVentus,6800,162,20612,3,119,3,25,,,,,steel tube,,,,,,,50/60 Hz,2021,No,Yes
2529,https://en.wind-turbine-models.com/turbines/2529-vestas-v162-7-2-enventus,Vestas,Vestas V162-7.2 Enventus,7200,162,20612,3,119,3,25,,,,,steel tube,,,,,,,50/60 Hz,,No,Yes
2444,https://en.wind-turbine-models.com/turbines/2444-vestas-v163-4-5,Vestas,Vestas V163-4.5,4500,163,20867,3,98000,3,24,,,induction,,steel tube,,,,,501000,,50/60 Hz,,No,Yes
2708,https://en.wind-turbine-models.com/turbines/2708-vestas-v164-7-0,Vestas,Vestas V164-7.0,7000,164,21124,3,,4,25,13,12.1,permanent magnet,,steel tube,390000,,,35000,,66000,50 Hz,,Yes,Yes
318,https://en.wind-turbine-models.com/turbines/318-vestas-v164-8-0,Vestas,Vestas V164-8.0,8000,164,21124,3,,4,25,13,12.1,Permanent Magnet,,,375000,,,35000,,66000,50.0 Hz,,Yes,Yes
2349,https://en.wind-turbine-models.com/turbines/2349-vestas-v164-9-5,Vestas,Vestas V164-9.5,9500,164,21124,3,,3,25,,,synchronous permanent,,steel tube,,,,,,66000,50/60 Hz,2017,Yes,Yes
2348,https://en.wind-turbine-models.com/turbines/2348-vestas-v164-10-0,Vestas,Vestas V164-10.0,10000,164,21124,3,107,3,31,12.5,10.4,Medium-speed low voltage 3-phase synchronous permanent magnet,,steel tube,,,,,,730,50/60 Hz,,Yes,Yes
2425,https://en.wind-turbine-models.com/turbines/2425-vestas-v172-7-2-enventus,Vestas,Vestas V172-7.2 EnVentus,7200,172,23235,3,112,3,25,,,36-pole permanent magnet synchronous generator,,steel or hybrid with concrete-steel*,,,,,,,50/60 Hz,2022,No,Yes
2347,https://en.wind-turbine-models.com/turbines/2347-vestas-v174-9-5,Vestas,Vestas V174-9.5,9500,174,23779,3,110,3,31,12,,Medium-speed low voltage 3-phase synchronous permanent magnet,,steel tube,390000,,,35000,,730,50 Hz,2020,Yes,Yes
2317,https://en.wind-turbine-models.com/turbines/2317-vestas-v236-15-0,Vestas,Vestas V236-15.0,15000,236,43742,3,,3,31,11.1,,permanent magnet,,steel tube,,,,,,784,50/60 Hz,2022,Yes,Yes
1024,https://en.wind-turbine-models.com/turbines/1024-victor-energy-victor-5kw,Victor Energy,Victor Energy Victor 5kW,5,3,7,3,9,3.5,25,10,70,synchronous permanent,,steel tube,,,,,,690,50 Hz,2009,No,Yes
1426,https://en.wind-turbine-models.com/turbines/1426-vind-teknik-520,Vind Teknik,Vind Teknik 520,,,,,,,,,,,,,,,,,,,,,No,Yes
220,https://en.wind-turbine-models.com/turbines/220-vind-syssel-vs130-22,Vind-Syssel,Vind-Syssel VS130/22,130,22.2,387,3,26,4,23,12,45,induction 6/8pole,,lattice,,,,,,400,50 Hz,,No,Yes
219,https://en.wind-turbine-models.com/turbines/219-vind-syssel-vs150-22,Vind-Syssel,Vind-Syssel VS150/22,150,22,380,3,25,4,23,14,44,Asynchronus,,Steel tube,,,,,,400,50 Hz,,No,Yes
218,https://en.wind-turbine-models.com/turbines/218-vind-syssel-vs270-26,Vind-Syssel,Vind-Syssel VS270/26,270,26,531,3,32,,,,,,,,,,,,,,,,No,Yes
710,https://en.wind-turbine-models.com/turbines/710-vind-syssel-vs270-26,Vind-Syssel,Vind-Syssel VS270/26,270,26,531,3,31,4,24,15,,induction,,Steel tube,,,,,,400,50 Hz,,No,Yes
1025,https://en.wind-turbine-models.com/turbines/1025-vindby-v1a-g9,Vindby,Vindby V1A-G9,1,1.8,2.5,5,2,2.5,,,,Multipolet PMG,,steel tube/lattice,,,,,200,240,,,No,Yes
931,https://en.wind-turbine-models.com/turbines/931-voith-dfvlr-10kw,Voith,Voith DFVLR 10kW,10,11.3,100,2,10,,,8.5,135,Asynchronus,,Steel tube,400,100,600,0,1100,400,50 Hz,1980,No,Yes
1069,https://en.wind-turbine-models.com/turbines/1069-vwt-power-qr5,VWT Power,VWT Power qr5,6.5,3.1,16,3,5,5,26,16,,,,,500,,,,,,,,No,Yes
1070,https://en.wind-turbine-models.com/turbines/1070-vwt-power-hy5,VWT Power,VWT Power hy5,5,5.6,24.6,3,8,3,25,11,240,synchronus permanent,,steel tube/lattice/guyed cable tower/special,,,,,,220,50 Hz,,No,Yes
1145,https://en.wind-turbine-models.com/turbines/1145-w2e-wind-to-energy-harvester-2-0-mw,W2E Wind to Energy,W2E Wind to Energy Harvester 2.0 MW,2000,116,10568.3,3,100,3,20,10,,Double fed induction,,steel tube / *hybrid,,,,,,,50/60 Hz,,No,Yes
963,https://en.wind-turbine-models.com/turbines/963-w2e-wind-to-energy-w2e-93-2-0,W2E Wind to Energy,W2E Wind to Energy W2E-93/2.0,2050,93.2,6822,3,70,3,25,12,17.7,Double fed induction,,steel tube / *lattice,,45000,240000,8200,,690,50/60 Hz,2011,No,Yes
1146,https://en.wind-turbine-models.com/turbines/1146-w2e-wind-to-energy-w2e-100-2-5,W2E Wind to Energy,W2E Wind to Energy W2E-100/2.5,2500,100,7854,3,85,3.5,25,12.5,16.5,Double fed induction,,steel tube / *lattice,96000,60000,350000,,500000,690,50/60 Hz,,No,Yes
1148,https://en.wind-turbine-models.com/turbines/1148-w2e-wind-to-energy-w2e-100-2-0,W2E Wind to Energy,W2E Wind to Energy W2E-100/2.0,2050,100,7854,3,70,3.5,25,11.5,,Double fed induction,,steel tube / *lattice,,,,,,,50/60 Hz,,No,Yes
1147,https://en.wind-turbine-models.com/turbines/1147-w2e-wind-to-energy-w2e-103-2-5,W2E Wind to Energy,W2E Wind to Energy W2E-103/2.5,2500,103,8332,3,85,3.5,25,12.5,17.1,Double fed induction,,steel tube / *lattice,96000,60000,350000,,500000,690,50/60 Hz,,No,Yes
1965,https://en.wind-turbine-models.com/turbines/1965-w2e-wind-to-energy-w2e-110-2-5,W2E Wind to Energy,W2E Wind to Energy W2E-110/2.5,2500,110,9503,3,85,3.5,25,12.5,,double fed induction,,steel tube,,,,,,,50/60 Hz,,No,Yes
737,https://en.wind-turbine-models.com/turbines/737-w2e-wind-to-energy-w2e-120-3fc,W2E Wind to Energy,W2E Wind to Energy W2E-120/3fc,3000,120,11309.7,3,90,3,25,13,,Synchronous permanent,,Steel tube/Hybrid,,,,,,,50/60 Hz,,No,Yes
1143,https://en.wind-turbine-models.com/turbines/1143-w2e-wind-to-energy-w2e-120-3-3fc,W2E Wind to Energy,W2E Wind to Energy W2E-120/3.3fc,3300,120,11309.7,3,,,,,,,,,,,,,,,,,No,Yes
1963,https://en.wind-turbine-models.com/turbines/1963-w2e-wind-to-energy-w2e-120-3-5fc,W2E Wind to Energy,W2E Wind to Energy W2E-120/3.5fc,3500,120,11309.7,3,90,3,25,13,,synchronous permanent,,steel tube / hydrid,,,,,,,50/60 Hz,,No,Yes
1964,https://en.wind-turbine-models.com/turbines/1964-w2e-wind-to-energy-w2e-120-3-2fc,W2E Wind to Energy,W2E Wind to Energy W2E-120/3.2fc,3200,120,11309.7,3,90,3,25,13,,synchronous permanent,,steel tube / hydrid,,,,,,,50/60 Hz,,No,Yes
1142,https://en.wind-turbine-models.com/turbines/1142-w2e-wind-to-energy-w2e-133-3fc,W2E Wind to Energy,W2E Wind to Energy W2E-133/3fc,3000,133,13892.9,3,,,,,,,,,,,,,,,,,No,Yes
1967,https://en.wind-turbine-models.com/turbines/1967-w2e-wind-to-energy-w2e-138-3-0fc,W2E Wind to Energy,W2E Wind to Energy W2E-138/3.0fc,3000,138,14957,3,100,3,20,12,,synchronous permanent,,steel tube / hydrid / lattice,,,,,,,50/60 Hz,,No,Yes
1962,https://en.wind-turbine-models.com/turbines/1962-w2e-wind-to-energy-w2e-145-3-0fc,W2E Wind to Energy,W2E Wind to Energy W2E-145/3.0fc,3000,145,16513,3,90,3,22,10.5,,synchronous permanent,,steel tube,,,,,,,50/60 Hz,,No,Yes
1966,https://en.wind-turbine-models.com/turbines/1966-w2e-wind-to-energy-w2e-151-4-5,W2E Wind to Energy,W2E Wind to Energy W2E-151/4.5,4500,151,17908,3,100,3,20,12,,doubly-fed induction,,steel tube / hydrid / lattice,,,,,,,50/60 Hz,,No,Yes
2337,https://en.wind-turbine-models.com/turbines/2337-w2e-wind-to-energy-w2e-151-4-8,W2E Wind to Energy,W2E Wind to Energy W2E-151/4.8,4800,151,17907,3,120,3,20,13,,Doubly-fed induction generator (DFIG),,steel tube,,,,,,,50/60 Hz,,No,Yes
2334,https://en.wind-turbine-models.com/turbines/2334-w2e-wind-to-energy-w2e-151-4-8fc,W2E Wind to Energy,W2E Wind to Energy W2E-151/4.8fc,4800,151,17907,3,120,3,20,13.5,,Squirrel cage induction generator,,steel tube,,,,,,,50/60 Hz,,No,Yes
2336,https://en.wind-turbine-models.com/turbines/2336-w2e-wind-to-energy-w2e-155-4-5fc,W2E Wind to Energy,W2E Wind to Energy W2E-155/4.5fc,4500,155,18869,3,120,3,22,13,,Squirrel cage induction generator,,steel tube,,,,,,,50/60 Hz,,No,Yes
2335,https://en.wind-turbine-models.com/turbines/2335-w2e-wind-to-energy-w2e-165-5-2,W2E Wind to Energy,W2E Wind to Energy W2E-165/5.2,5200,165,21382,3,140000,3,20,12,,DFIG or SCIG,,,,,,,,,50/60 Hz,,No,Yes
2332,https://en.wind-turbine-models.com/turbines/2332-w2e-wind-to-energy-w2e-171-8-0,W2E Wind to Energy,W2E Wind to Energy W2E-171/8.0,8000,171,22965,3,160000,3,25,14.5,,DFIG or SCIG,,,,,,,,,50/60 Hz,,Yes,Yes
2330,https://en.wind-turbine-models.com/turbines/2330-w2e-wind-to-energy-w2e-172-5-5,W2E Wind to Energy,W2E Wind to Energy W2E-172/5.5,5500,172,23235,3,160000,3,25,12,,synchronous,,,,,,,,,50/60 Hz,,Yes,Yes
2333,https://en.wind-turbine-models.com/turbines/2333-w2e-wind-to-energy-w2e-185-6-0,W2E Wind to Energy,W2E Wind to Energy W2E-185/6.0,6000,185,26880,3,160000,3,25,12,,PMG or DFIG. SCIG,,,,,,,,,50/60 Hz,,Yes,Yes
2331,https://en.wind-turbine-models.com/turbines/2331-w2e-wind-to-energy-w2e-215-9-0,W2E Wind to Energy,W2E Wind to Energy W2E-215/9.0,9000,215,36305,3,170000,3,25,13,,synchronous,,,,,,,,,50/60 Hz,,Yes,Yes
1144,https://en.wind-turbine-models.com/turbines/1144-w2e-wind-to-energy-harvester-3-3-mw,W2E Wind to Energy,W2E Wind to Energy Harvester 3.3 MW,3300,130,13273.3,3,100,3,20,10,,synchronous permanent,,steel tube / *hybrid,,,,,,,50/60 Hz,,No,Yes
2039,https://en.wind-turbine-models.com/turbines/2039-wagner-rotor-fuerteventura-prototype,Wagner - Rotor,Wagner - Rotor Fuerteventura prototype,,,,2,,,,,,,,,,,,,,,,,No,No
2532,https://en.wind-turbine-models.com/turbines/2532-wagner-rotor-wr60,Wagner - Rotor,Wagner - Rotor WR60,60,17,,4,25,,,,,,,,,,,,,,,2005,No,Yes
1441,https://en.wind-turbine-models.com/turbines/1441-schoenball-energie-noah-10-45-kw,Schönball Energie,Schönball Energie NOAH 10/45 kW,45,12,113,3,12,3,25,16,70,synchronous,,lattice,5200,600,,,,,,,No,Yes
2135,https://en.wind-turbine-models.com/turbines/2135-wdrvm-wd2-5-103,WDRVM,WDRVM WD2.5-103,2500,103,8328,3,70,3,25,12,15.6,DFIG or PMSG,,steel tube,,56000,270000,11700,,690,50/60 Hz,2019,No,Yes
546,https://en.wind-turbine-models.com/turbines/546-wecs-tech-wecs-tech-1558,WECS-TECH,WECS-TECH Wecs-Tech 1558,150,17.7,246,3,,,,,60,,,Steel tube,,,,,,,,,No,Yes
2182,https://en.wind-turbine-models.com/turbines/2182-wenergy-m-22,Wenergy,Wenergy M 22,22,9.8,78,3,19,4,,17,76,asynchronous,,steel tube,2200,,2500,,,380,50/60 Hz,,No,Yes
2183,https://en.wind-turbine-models.com/turbines/2183-wenergy-m-23,Wenergy,Wenergy M 23,22,23,415,3,31,4,28,14,45,asynchronous,,steel tube,10000,,12000,,,380,50/60 Hz,,No,Yes
2184,https://en.wind-turbine-models.com/turbines/2184-wenergy-m-66-13-us-m-55-11,Wenergy,Wenergy M 66-13-US/ M 55-11,65,16,200,3,23,4,,16,,asynchronous,,steel tube,4500,,6500,,,380,50/60 Hz,,No,Yes
2185,https://en.wind-turbine-models.com/turbines/2185-wenergy-m-108-m-95,Wenergy,Wenergy M 108/ M 95,108,19.3,293,3,23,4,28,15,44,asynchronous,,steel tube,6300,,7200,,,380,50/60 Hz,,No,Yes
2468,https://en.wind-turbine-models.com/turbines/2468-wepfair-hans,WepfAir,WepfAir Hans,250,14,,18,15.6,,,,,,,,,,,,,,,2014,No,Yes
2467,https://en.wind-turbine-models.com/turbines/2467-wepfair-windturbine-2016,WepfAir,WepfAir Windturbine 2016,80,14,,6,15.8,,,,,,,Stahlrohr,,,,,18000,,,2016,No,Yes
925,https://en.wind-turbine-models.com/turbines/925-wes-18-80,WES,WES 18/80,80,18,255,2,18,3,25,13,120,induction,,steel tube / lattice,2200,1100,7800,100,12000,400,50/60 Hz,1983,No,Yes
924,https://en.wind-turbine-models.com/turbines/924-wes-18-100,WES,WES 18/100,100,17.9,254,2,18,3,25,13,,induction,,steel tube / lattice,2200,1100,7800,100,11500,400,50/60 Hz,1983,No,Yes
